policy_id,insured_name,naics_code,naics_description,state,territory,employees,payroll,revenue,years_in_business,prior_claims,coverage_limit,deductible,latent_risk_factor,industry_risk_factor
POL000210,Insured LUMGOBUI,452319,Retail,NY,Northeast,10,839122.11,2771408.42,26,1,5e+06,1000,0.6859,1.05
POL000211,Insured UTOCXHAI,611110,Schools,AZ,West,7,760456.73,1192604.54,21,1,1e+06,1000,2.4688,0.9
POL000212,Insured IXQLIQCN,236220,Construction,PA,Northeast,26,2221980.16,5126401.45,13,0,5e+06,1000,1.0059,1.35
POL000213,Insured QBIYMTJO,452319,Retail,FL,South,37,1864283.54,7987234.43,56,1,1e+06,1000,1.5268,1.05
POL000214,Insured OINFRLIE,611110,Schools,FL,South,14,881126.03,3270031.21,9,1,2e+06,5000,0.6405,0.9
POL000215,Insured OKXQFRVZ,621111,Physician Offices,NY,Northeast,54,4949502.8,12739935.87,27,2,2e+06,5000,1.1542,0.95
POL000216,Insured QDLCKHJO,611110,Schools,FL,South,46,4120072.26,17669640,17,1,1e+06,2500,0.6027,0.9
POL000217,Insured OQDBRZRZ,611110,Schools,GA,South,12,1043744.51,4225631.91,36,0,1e+06,1000,1.1949,0.9
POL000218,Insured SBUOGTYZ,452319,Retail,NC,South,8,759178.05,2722363.05,9,1,2e+06,5000,0.8604,1.05
POL000219,Insured BXAJKVZX,611110,Schools,IL,Midwest,22,1545827.88,6737752.21,13,1,1e+06,2500,0.8749,0.9
POL000220,Insured CFIYWMFD,722511,Restaurants,TX,South,44,4561292.78,17817659.93,16,1,1e+06,2500,1.0669,1.15
POL000221,Insured MFZGRUCJ,722511,Restaurants,TX,South,48,4283588.88,7839412.23,12,0,5e+06,5000,0.9509,1.15
POL000222,Insured JEVAEHQG,611110,Schools,CA,West,9,647486.89,1896217.35,14,1,2e+06,2500,0.6629,0.9
POL000223,Insured AEAAGNXG,611110,Schools,IL,Midwest,6,611102.7,1064124.72,11,2,5e+06,1000,1.4916,0.9
POL000224,Insured OMPNJGMU,722511,Restaurants,NC,South,4,386064.89,952268.5,17,1,5e+06,1000,1.0657,1.15
POL000225,Insured YMGRTTQW,812112,Beauty Salons,TX,South,54,5300209.26,11220297.03,4,2,1e+06,5000,1.006,1.1
POL000226,Insured UPKJNXWO,236220,Construction,TX,South,36,1933505.09,8238545.57,13,0,2e+06,2500,0.9356,1.35
POL000227,Insured VQXNSMTV,236220,Construction,IL,Midwest,8,543473.73,2240042.3,11,1,1e+06,2500,0.5577,1.35
POL000228,Insured ZHPTCTKG,541330,Engineering Services,TX,South,25,1858131.18,3666949.53,15,2,5e+06,5000,1.1607,0.85
POL000229,Insured CAHZJTZR,812112,Beauty Salons,AZ,West,5,233191.27,383624.38,17,3,1e+06,1000,0.9267,1.1
POL000230,Insured XMWFIELF,722511,Restaurants,WA,West,65,4266555.16,12590951.12,16,2,5e+06,25000,1.2823,1.15
POL000231,Insured FYEPICZE,452319,Retail,NY,Northeast,15,1709932.65,6165984.38,25,0,2e+06,1000,0.9291,1.05
POL000232,Insured FRBEGFGW,236220,Construction,GA,South,26,1210027.29,4409575.49,8,2,2e+06,2500,1.0614,1.35
POL000233,Insured AIGWUJLP,722511,Restaurants,NC,South,15,856474.04,2271173.82,3,0,2e+06,5000,0.9291,1.15
POL000234,Insured LYRSFXUC,812112,Beauty Salons,FL,South,45,3138080.45,10592418.41,9,2,1e+06,2500,0.7888,1.1
POL000235,Insured DTJXIXVF,236220,Construction,NY,Northeast,18,976725.07,2767637.91,13,3,1e+06,2500,1.3789,1.35
POL000236,Insured OBOPTYHQ,812112,Beauty Salons,GA,South,9,472440.02,990857.14,13,1,5e+06,1000,1.5709,1.1
POL000237,Insured RONBCDKW,452319,Retail,TX,South,149,9098111.98,20713242.91,18,0,2e+06,2500,0.9092,1.05
POL000238,Insured KKNNUDZM,452319,Retail,GA,South,20,1437844.39,3218321.8,12,0,5e+06,5000,0.9631,1.05
POL000239,Insured LXINLRMM,621111,Physician Offices,GA,South,52,5980784.71,19330372.3,13,1,2e+06,2500,0.6976,0.95
POL000240,Insured OGAUEQYB,722511,Restaurants,CA,West,48,3121886.23,7746756.02,4,0,1e+06,10000,1.1127,1.15
POL000241,Insured DTPIETNV,611110,Schools,TX,South,49,4135710.54,17882999.22,19,1,1e+06,1000,0.7134,0.9
POL000242,Insured FTXQJLBN,812112,Beauty Salons,NY,Northeast,145,10188196.11,19414076.71,11,3,1e+06,1000,0.7934,1.1
POL000243,Insured YBBRSIDI,812112,Beauty Salons,AZ,West,35,1783188.09,3703599.62,5,0,2e+06,10000,1.2835,1.1
POL000244,Insured GXNCRJGU,722511,Restaurants,TX,South,15,1007330.79,2638730.98,17,1,5e+06,10000,0.7406,1.15
POL000245,Insured SDCAMKOQ,722511,Restaurants,PA,Northeast,19,1580955.12,4817381.01,4,1,1e+06,5000,1.4195,1.15
POL000246,Insured GJRBYXSO,621111,Physician Offices,GA,South,49,5235192.95,20224607.36,25,1,2e+06,2500,0.8924,0.95
POL000247,Insured WRNIYNLT,611110,Schools,PA,Northeast,61,7048537.16,23477375.56,7,2,1e+06,1000,1.4943,0.9
POL000248,Insured EYRCXTIQ,236220,Construction,FL,South,15,1187120.62,1892543.67,18,0,1e+06,10000,1.0798,1.35
POL000249,Insured TIPHFGZE,621111,Physician Offices,NC,South,39,2721305.8,4931600.77,25,0,2e+06,5000,0.7313,0.95
POL000250,Insured WYFQASAR,452319,Retail,WA,West,22,1489127.1,2659619.78,8,0,1e+06,5000,0.6395,1.05
POL000251,Insured BNLUJOJM,722511,Restaurants,NC,South,89,8232447.48,14190096.05,15,1,1e+06,10000,1.0571,1.15
POL000252,Insured DCCYOMPE,541330,Engineering Services,NY,Northeast,25,2682370.51,7308161.39,6,2,2e+06,5000,0.9448,0.85
POL000253,Insured RQNODPJW,452319,Retail,FL,South,22,1921055.22,4564668.81,23,1,1e+06,1000,1.1622,1.05
POL000254,Insured QKWWLUJN,236220,Construction,NC,South,127,5110797.7,16813498.07,39,2,2e+06,1000,1.1068,1.35
POL000255,Insured OVRXNDXH,722511,Restaurants,PA,Northeast,15,1677652.8,5940273.93,26,0,2e+06,1000,0.9986,1.15
POL000256,Insured HHVFKVXT,611110,Schools,WA,West,59,3871208.05,16848484.07,7,0,1e+06,2500,0.7879,0.9
POL000257,Insured SYMGGZJR,611110,Schools,GA,South,13,995597.59,2851303.13,30,0,1e+06,5000,0.5597,0.9
POL000258,Insured SNZSMDKJ,541330,Engineering Services,GA,South,13,602790.02,2291013.72,6,1,1e+06,1000,1.0774,0.85
POL000259,Insured JAWDKVSV,812112,Beauty Salons,WA,West,18,2008738.77,7027933.91,16,1,1e+06,5000,0.839,1.1
POL000260,Insured TDZYPGNY,621111,Physician Offices,PA,Northeast,49,3147914.05,11047151.45,25,0,2e+06,10000,0.7398,0.95
POL000261,Insured QSOQZBEZ,452319,Retail,IL,Midwest,74,3619202.42,8951950.89,6,1,5e+06,2500,0.5718,1.05
POL000262,Insured GXDKJEIA,541330,Engineering Services,PA,Northeast,16,1002541.13,2774845.79,11,1,2e+06,2500,0.8959,0.85
POL000263,Insured XFOJONNP,621111,Physician Offices,NY,Northeast,218,25020270.95,38502773.34,17,2,1e+06,1000,0.9216,0.95
POL000264,Insured ADLLYYCK,722511,Restaurants,FL,South,43,3716771.52,7988896.01,11,1,1e+06,5000,0.8261,1.15
POL000265,Insured BDVQFAUC,452319,Retail,WA,West,21,2425647.29,8887587.18,7,1,1e+06,10000,0.9859,1.05
POL000266,Insured SWXEBTFU,621111,Physician Offices,TX,South,61,6066418.23,15611228.32,25,1,2e+06,2500,0.8491,0.95
POL000267,Insured IDXGKUSZ,722511,Restaurants,GA,South,89,5472707.97,17617202.66,16,1,5e+06,10000,0.4382,1.15
POL000268,Insured MICUREHH,812112,Beauty Salons,IL,Midwest,20,1565145.61,6681981.79,10,2,2e+06,1000,1.7001,1.1
POL000269,Insured ZSEZRKYA,452319,Retail,GA,South,29,2534157.98,4121180.28,7,1,1e+06,5000,1.045,1.05
POL000270,Insured FKXAYXKP,611110,Schools,TX,South,58,4975359.07,8562150.34,29,0,2e+06,2500,0.7333,0.9
POL000271,Insured ZXFSZLHE,812112,Beauty Salons,NC,South,9,704955.75,3020239.29,5,2,2e+06,2500,0.8665,1.1
POL000272,Insured JEUKBMZR,236220,Construction,CA,West,11,1185479.14,1979720.16,12,0,1e+06,10000,1.5748,1.35
POL000273,Insured FEMBGZWM,236220,Construction,PA,Northeast,50,2351256.02,9503002.64,18,0,2e+06,10000,0.7243,1.35
POL000274,Insured CABWWFDM,611110,Schools,GA,South,13,1596747.16,4506999.21,12,1,5e+06,2500,1.0882,0.9
POL000275,Insured LOPEAOLX,722511,Restaurants,NC,South,10,1037795.76,3013406.05,5,1,2e+06,1000,0.7084,1.15
POL000276,Insured SXBLVAUA,621111,Physician Offices,FL,South,6,279350.88,745568.08,7,0,1e+06,1000,0.7971,0.95
POL000277,Insured PETZXNJD,541330,Engineering Services,WA,West,23,2680308.26,9003171.03,9,1,1e+06,1000,0.9939,0.85
POL000278,Insured UBDUDDJW,812112,Beauty Salons,NC,South,8,479483.25,1280244.99,14,0,2e+06,2500,1.0885,1.1
POL000279,Insured RVYNZYNS,452319,Retail,NY,Northeast,67,2755069.06,11011889.42,4,2,5e+06,5000,1.221,1.05
POL000280,Insured EUICFVAS,812112,Beauty Salons,PA,Northeast,15,1446485.42,2438088.25,4,0,1e+06,2500,1.9089,1.1
POL000281,Insured EXLHUXRS,611110,Schools,WA,West,28,1070253.1,1614491.24,22,2,2e+06,2500,1.6391,0.9
POL000282,Insured TFLCFGND,236220,Construction,WA,West,13,1253637.2,4272993.14,11,0,1e+06,5000,0.82,1.35
POL000283,Insured QYJGTVYL,452319,Retail,CA,West,5,594507.91,1615249.46,4,0,2e+06,1000,0.852,1.05
POL000284,Insured RHEZTJCE,611110,Schools,NC,South,32,2761104.03,8108574.72,18,2,1e+06,2500,1.22,0.9
POL000285,Insured SVICNVDG,722511,Restaurants,IL,Midwest,16,1684169.27,6429684.63,14,0,1e+06,1000,1.1877,1.15
POL000286,Insured XNVNAVBZ,541330,Engineering Services,IL,Midwest,20,2482606.13,10028011.71,7,0,1e+06,5000,0.6054,0.85
POL000287,Insured FGAHHIYM,541330,Engineering Services,WA,West,34,2394166.93,9395691.37,17,2,2e+06,2500,0.668,0.85
POL000288,Insured HZVXMKAV,621111,Physician Offices,TX,South,5,302552.72,494627.65,18,0,1e+06,10000,1.4128,0.95
POL000289,Insured ENQBPYWM,236220,Construction,GA,South,149,7684523.43,12992730.36,16,1,1e+06,1000,1.5505,1.35
POL000290,Insured QGBBJVXP,452319,Retail,FL,South,14,615394.8,1297723.98,13,1,2e+06,10000,1.1573,1.05
POL000291,Insured TMHYMQPN,541330,Engineering Services,GA,South,122,13474023.67,28235828.56,7,1,2e+06,10000,1.4592,0.85
POL000292,Insured XICLHRZJ,812112,Beauty Salons,CA,West,44,2474215.12,7154032.4,16,3,1e+06,2500,1.0716,1.1
POL000293,Insured XVLNJUXA,611110,Schools,NY,Northeast,49,3431641.77,8850276.44,54,2,1e+06,1000,0.7895,0.9
POL000294,Insured XBGLGXWB,236220,Construction,FL,South,46,4521190.84,12344100.94,15,3,1e+06,5000,0.706,1.35
POL000295,Insured GVOSQMUA,722511,Restaurants,CA,West,27,1480134.1,5291878.14,10,2,1e+06,10000,0.9519,1.15
POL000296,Insured ZCQDBFTG,722511,Restaurants,TX,South,153,8536105.32,19045470.18,28,0,1e+06,5000,0.7499,1.15
POL000297,Insured LPKMHRCY,621111,Physician Offices,AZ,West,30,3607584.33,16049347.66,30,2,5e+06,2500,1.5744,0.95
POL000298,Insured IXFYYMFW,452319,Retail,GA,South,35,3309285.02,5048955.9,9,1,1e+06,5000,2.8358,1.05
POL000299,Insured DEWIXJIR,611110,Schools,PA,Northeast,15,616889.8,2566370.32,21,0,1e+06,5000,0.971,0.9
POL000300,Insured POTUWUMI,611110,Schools,NY,Northeast,60,5780303.52,15624435.87,5,0,2e+06,10000,0.7154,0.9
POL000301,Insured GDAUQGBK,541330,Engineering Services,FL,South,2,115581.83,238985.95,7,0,1e+06,10000,0.7282,0.85
POL000302,Insured XTCBTYNA,452319,Retail,AZ,West,45,2280587.63,7701168.93,8,2,1e+06,10000,0.8558,1.05
POL000303,Insured BTIWFMFQ,621111,Physician Offices,AZ,West,13,1548337.75,3643990.62,16,1,1e+06,1000,1.1163,0.95
POL000304,Insured SZCCZROZ,621111,Physician Offices,TX,South,65,2820339.09,6262365.54,10,1,2e+06,5000,1.1616,0.95
POL000305,Insured EWCRSHAX,621111,Physician Offices,GA,South,29,1131910.74,2401726.68,15,0,2e+06,5000,1.0148,0.95
POL000306,Insured DQRYYMEH,722511,Restaurants,NY,Northeast,28,2583665.1,7559377.03,19,4,1e+06,5000,0.5902,1.15
POL000307,Insured GGGFONRD,722511,Restaurants,TX,South,13,1403374.29,5058091.62,13,1,2e+06,1000,1.4913,1.15
POL000308,Insured UQMNGZBT,621111,Physician Offices,GA,South,13,746019.38,2574416.71,9,1,1e+06,5000,1.2928,0.95
POL000309,Insured UCLYMQFQ,541330,Engineering Services,IL,Midwest,53,2676338.98,10942970.44,33,0,5e+06,1000,1.1715,0.85
POL000310,Insured GBEJYVYU,621111,Physician Offices,TX,South,17,2113417.47,8806843.38,18,2,1e+06,10000,0.9274,0.95
POL000311,Insured JFGTAODO,611110,Schools,PA,Northeast,10,1095496.5,1902894.97,8,0,1e+06,25000,1.416,0.9
POL000312,Insured DRONDENL,621111,Physician Offices,NY,Northeast,19,1355103.04,2778002.12,14,1,2e+06,5000,1.3588,0.95
POL000313,Insured QJMWBNCB,722511,Restaurants,WA,West,52,3319811.15,5447792.68,37,2,2e+06,2500,0.8762,1.15
POL000314,Insured XLRCMTZX,236220,Construction,IL,Midwest,17,1675256.54,6697801.94,15,0,2e+06,10000,0.9184,1.35
POL000315,Insured VAKXRQLQ,236220,Construction,CA,West,40,2852420.04,12413051.62,17,2,2e+06,10000,0.8392,1.35
POL000316,Insured VGQKWPYD,812112,Beauty Salons,AZ,West,74,8456996.24,28167542.26,9,3,5e+06,25000,0.7827,1.1
POL000317,Insured OEZGOMGO,611110,Schools,AZ,West,27,3248433.22,14445924.26,18,1,5e+06,2500,0.7017,0.9
POL000318,Insured JDZZGMIK,452319,Retail,TX,South,32,1427589.27,6250685.08,10,4,1e+06,1000,1.565,1.05
POL000319,Insured UKVFPCKD,452319,Retail,AZ,West,69,5214027.47,18362065.02,5,1,1e+06,10000,1.1351,1.05
POL000320,Insured OHZMHKJM,722511,Restaurants,CA,West,41,3123331.02,5662319.23,8,1,2e+06,2500,0.8766,1.15
POL000321,Insured TXZBRHYK,722511,Restaurants,FL,South,32,2880371.53,5125725.02,33,0,2e+06,2500,0.6854,1.15
POL000322,Insured HAAKKQGL,722511,Restaurants,NY,Northeast,38,1695224.93,4647972.15,41,1,2e+06,1000,1.3843,1.15
POL000323,Insured RXELVYNE,611110,Schools,NY,Northeast,20,1771040.46,5741281.09,46,1,5e+06,5000,1.8924,0.9
POL000324,Insured ZXAJPBNO,812112,Beauty Salons,FL,South,15,1397612.54,2288912.5,5,2,2e+06,1000,0.8946,1.1
POL000325,Insured OVMOYXBX,236220,Construction,TX,South,25,2006898.93,6171390.77,30,2,2e+06,10000,0.6165,1.35
POL000326,Insured XQKLMRYO,236220,Construction,GA,South,24,2425383.61,10777494.21,10,0,1e+06,10000,0.7075,1.35
POL000327,Insured TQDGJQRT,611110,Schools,PA,Northeast,8,336186.32,835190.16,13,2,2e+06,2500,1.4835,0.9
POL000328,Insured IOQPBWKJ,236220,Construction,FL,South,9,1081651.26,3416900.48,12,0,2e+06,5000,1.2971,1.35
POL000329,Insured ZTVKVHGW,541330,Engineering Services,AZ,West,42,2968992.54,7872192.59,15,0,1e+06,5000,0.6581,0.85
POL000330,Insured HEVWSHCC,722511,Restaurants,CA,West,170,10707180.13,29211861.92,26,0,5e+06,1000,1.4936,1.15
POL000331,Insured HQHSZGFZ,611110,Schools,NC,South,101,11549525.59,27117202.42,11,0,1e+06,5000,0.9703,0.9
POL000332,Insured TLMANPVV,621111,Physician Offices,NC,South,40,2697143.4,10200037.14,4,1,1e+06,1000,0.6937,0.95
POL000333,Insured JODOXYGF,541330,Engineering Services,GA,South,7,577164.13,1168439.28,45,0,2e+06,1000,0.6378,0.85
POL000334,Insured YMMLERNA,611110,Schools,NC,South,67,7275054.61,14713472.7,9,1,5e+06,5000,2.1087,0.9
POL000335,Insured VRRMTOFR,812112,Beauty Salons,IL,Midwest,40,3499118.64,10552708.5,17,3,2e+06,1000,0.8614,1.1
POL000336,Insured NYKDNVTM,236220,Construction,PA,Northeast,63,6723401.65,23097223.69,9,0,5e+06,25000,0.6003,1.35
POL000337,Insured XHKWGBWW,541330,Engineering Services,GA,South,59,6554557.16,25549924.04,13,1,1e+06,25000,0.6216,0.85
POL000338,Insured BFIOELPU,452319,Retail,NY,Northeast,43,5082190.11,16541246.91,17,2,5e+06,5000,0.9794,1.05
POL000339,Insured LWFCBQTM,722511,Restaurants,CA,West,23,2701462.52,6405155.35,12,0,5e+06,10000,1.1008,1.15
POL000340,Insured DCXYDLKE,621111,Physician Offices,IL,Midwest,6,749960.87,2900902.51,14,1,1e+06,5000,1.1357,0.95
POL000341,Insured RLCDZEFL,722511,Restaurants,NY,Northeast,31,2950908.37,6683629.62,37,1,1e+06,1000,0.8637,1.15
POL000342,Insured POJKJEFQ,722511,Restaurants,NY,Northeast,10,615194.66,1569927.71,10,2,1e+06,25000,0.8691,1.15
POL000343,Insured JFFMOAVW,236220,Construction,WA,West,15,1043889.98,3571927.39,13,2,2e+06,2500,0.8391,1.35
POL000344,Insured IDXFWGBH,541330,Engineering Services,PA,Northeast,28,1637765.42,5500364.22,13,0,2e+06,5000,0.8815,0.85
POL000345,Insured AGFLLXTQ,541330,Engineering Services,AZ,West,28,2013367.79,5230714.28,10,2,1e+06,1000,1.187,0.85
POL000346,Insured YUGCHZLL,611110,Schools,TX,South,53,5179617.02,16797210.46,17,0,2e+06,5000,1.3414,0.9
POL000347,Insured YSBWFBYR,611110,Schools,CA,West,11,837779.16,1877425.88,4,4,1e+06,5000,1.2331,0.9
POL000348,Insured TURFRDCQ,236220,Construction,NC,South,8,531142.34,1259611.63,5,2,2e+06,5000,0.9072,1.35
POL000349,Insured LLFEQJIH,236220,Construction,AZ,West,8,600252.26,1444389.3,17,0,1e+06,1000,1.3355,1.35
POL000350,Insured JQCWIDTX,541330,Engineering Services,AZ,West,9,710607.46,2150288.79,11,1,2e+06,5000,1.4299,0.85
POL000351,Insured AAJVEWOK,812112,Beauty Salons,PA,Northeast,36,4176023.14,12402294.04,10,1,1e+06,10000,1.0847,1.1
POL000352,Insured WZTGCAIE,812112,Beauty Salons,NC,South,24,2674852.63,9803975.1,7,2,1e+06,5000,0.9186,1.1
POL000353,Insured IXMTOXGX,812112,Beauty Salons,GA,South,8,732706.14,1809652.2,34,2,2e+06,2500,1.3912,1.1
POL000354,Insured EUPNBEKP,611110,Schools,CA,West,33,3159392.44,10636639.17,8,2,2e+06,25000,0.8851,0.9
POL000355,Insured AFDTYBQO,611110,Schools,PA,Northeast,11,920628.76,1663198.44,22,0,2e+06,2500,0.8243,0.9
POL000356,Insured YBWRDYSH,541330,Engineering Services,NC,South,22,982193.02,3589270.52,7,1,5e+06,2500,1.7172,0.85
POL000357,Insured VHBKDALA,812112,Beauty Salons,IL,Midwest,53,5994567.66,14697442.4,18,2,5e+06,5000,0.97,1.1
POL000358,Insured ZCYIGUZV,621111,Physician Offices,TX,South,18,2215832.58,5141288.2,8,2,5e+06,1000,0.7949,0.95
POL000359,Insured TVOCFSRR,812112,Beauty Salons,WA,West,13,857009.42,1738588.72,9,1,1e+06,1000,1.0337,1.1
POL000360,Insured LGCJMFHI,452319,Retail,IL,Midwest,24,2440500.96,4010031.59,11,0,1e+06,2500,0.5544,1.05
POL000361,Insured FDZAMIMP,722511,Restaurants,PA,Northeast,26,1107195.26,4075232.5,13,1,2e+06,25000,1.1246,1.15
POL000362,Insured ZHCNBVOV,621111,Physician Offices,GA,South,97,5521328.31,17138560.77,13,0,1e+06,10000,0.7346,0.95
POL000363,Insured SZTMCCAO,722511,Restaurants,IL,Midwest,25,2963302.81,8790926.72,9,0,2e+06,5000,0.9536,1.15
POL000364,Insured ODAZFYDS,236220,Construction,PA,Northeast,8,377567.95,828789.99,27,0,2e+06,2500,0.6815,1.35
POL000365,Insured RDEUZEJY,812112,Beauty Salons,TX,South,20,1449439.66,4522466.79,7,3,2e+06,10000,1.0268,1.1
POL000366,Insured BMOGLARJ,541330,Engineering Services,IL,Midwest,21,1258652.05,2407448.45,4,1,1e+06,1000,1.2129,0.85
POL000367,Insured QQGDMUYQ,236220,Construction,AZ,West,49,4107948.49,9018542.28,11,2,1e+06,10000,0.8229,1.35
POL000368,Insured PIPFBCZJ,236220,Construction,GA,South,113,9978906.3,43163474.07,31,1,1e+06,1000,1.184,1.35
POL000369,Insured DHOLXRPZ,452319,Retail,CA,West,12,1281990.27,2969790.51,10,1,1e+06,10000,1.2766,1.05
POL000370,Insured FXJWCULA,722511,Restaurants,TX,South,60,3758976.34,15920563.84,13,0,2e+06,10000,0.8543,1.15
POL000371,Insured GFTLWWXM,722511,Restaurants,IL,Midwest,10,849111.38,2113840.52,6,1,2e+06,1000,0.9886,1.15
POL000372,Insured EOHQVPJK,621111,Physician Offices,AZ,West,23,1943123.2,7564012.93,4,0,2e+06,1000,1.2085,0.95
POL000373,Insured DTLHNNMX,722511,Restaurants,IL,Midwest,16,622277.36,2634828.46,21,2,2e+06,1000,1.2998,1.15
POL000374,Insured GSOCMEOI,812112,Beauty Salons,CA,West,37,3034313.8,10163248.35,11,1,2e+06,2500,0.7065,1.1
POL000375,Insured IBWXIAJE,236220,Construction,AZ,West,57,3736391.4,7827541.91,9,3,5e+06,2500,1.2371,1.35
POL000376,Insured OLYVQILG,722511,Restaurants,WA,West,23,2428201.62,7358755.47,19,0,5e+06,5000,1.1651,1.15
POL000377,Insured LTCWNICD,812112,Beauty Salons,NY,Northeast,23,1789357.42,7978898.08,6,0,2e+06,2500,1.0202,1.1
POL000378,Insured OWIIQHIP,236220,Construction,AZ,West,20,2352972.65,7713098.17,12,0,2e+06,5000,1.5356,1.35
POL000379,Insured TAPSYFLG,452319,Retail,NY,Northeast,26,1394943.06,3672794.41,12,1,2e+06,2500,1.0294,1.05
POL000380,Insured NWSRNYFF,722511,Restaurants,TX,South,24,2190211.17,8001379.45,7,2,5e+06,2500,0.5038,1.15
POL000381,Insured NGNWSMRX,611110,Schools,FL,South,21,1995831.12,4638764.31,11,0,2e+06,1000,0.7719,0.9
POL000382,Insured CADACDHG,621111,Physician Offices,NY,Northeast,37,3022661.96,8002522.56,15,0,2e+06,1000,1.2041,0.95
POL000383,Insured HQCLIVTC,812112,Beauty Salons,NY,Northeast,37,1631415.63,5668196.57,14,0,1e+06,5000,1.5624,1.1
POL000384,Insured TLLKYMIW,236220,Construction,NY,Northeast,110,4338600.84,15202579.64,26,0,1e+06,5000,0.8327,1.35
POL000385,Insured JRRNWLVY,452319,Retail,AZ,West,53,4197058.86,8836960.88,10,2,1e+06,5000,1.1755,1.05
POL000386,Insured RKANHHHY,236220,Construction,WA,West,52,3245507.54,6346660.9,23,0,5e+06,1000,0.9063,1.35
POL000387,Insured IEQFNXJS,722511,Restaurants,IL,Midwest,70,7292985.6,20977407.8,12,1,5e+06,5000,0.9549,1.15
POL000388,Insured BBGWPNCN,452319,Retail,AZ,West,26,3096451.63,9122759.86,10,1,1e+06,1000,0.9078,1.05
POL000389,Insured AEDBHOYA,236220,Construction,TX,South,8,350903.67,1062230.11,12,4,1e+06,5000,1.1902,1.35
POL000390,Insured EAJBQXKL,722511,Restaurants,NY,Northeast,32,2135058.16,5239646.95,51,1,1e+06,10000,1.2883,1.15
POL000391,Insured UYCYVZTL,621111,Physician Offices,TX,South,40,3853719.53,15467499.91,7,1,1e+06,5000,1.5575,0.95
POL000392,Insured JMXJUJXJ,611110,Schools,IL,Midwest,46,5213115.72,14394515.94,27,1,5e+06,2500,0.9022,0.9
POL000393,Insured ADQQVEMA,812112,Beauty Salons,NC,South,11,832103.11,1319191.48,15,1,2e+06,2500,1.1506,1.1
POL000394,Insured HMTNVSHF,611110,Schools,PA,Northeast,89,10175338.41,27842068.11,3,1,2e+06,10000,0.8732,0.9
POL000395,Insured NNHHGHNV,722511,Restaurants,CA,West,26,1652049.68,3717403.7,10,1,2e+06,25000,1.6008,1.15
POL000396,Insured CEFWVOHL,621111,Physician Offices,CA,West,21,1956449.45,7484600.74,26,0,1e+06,5000,1.0623,0.95
POL000397,Insured REROLCBX,722511,Restaurants,GA,South,11,1348009.25,3369476.92,11,1,5e+06,25000,0.8298,1.15
POL000398,Insured CZUGQNWO,812112,Beauty Salons,NC,South,23,1537049.07,3604034.02,9,0,5e+06,1000,1.0256,1.1
POL000399,Insured CUEYPXUD,452319,Retail,IL,Midwest,30,2556786.45,7569318.44,9,1,2e+06,2500,1.1485,1.05
POL000400,Insured BWKKVWBO,236220,Construction,CA,West,44,4800396.09,16540654.3,16,0,1e+06,5000,1.2204,1.35
POL000401,Insured FJJMOOWH,722511,Restaurants,FL,South,17,1559271.5,4394612.48,44,0,2e+06,1000,0.9732,1.15
POL000402,Insured BEAAOZZB,812112,Beauty Salons,CA,West,8,705958.85,2821841.27,11,1,1e+06,2500,0.9137,1.1
POL000403,Insured SOVGNTRE,236220,Construction,TX,South,46,5167723.58,20862927.45,12,2,1e+06,1000,0.8361,1.35
POL000404,Insured WUCGNIPY,722511,Restaurants,NC,South,36,4319340.46,18437123.85,11,1,5e+06,5000,1.4675,1.15
POL000405,Insured OOYZEOQK,452319,Retail,NY,Northeast,17,1887702.21,7303146.05,9,2,2e+06,5000,1.3715,1.05
POL000406,Insured ZKWYUCOL,812112,Beauty Salons,NC,South,33,2254606.52,7217645.54,14,0,1e+06,2500,0.8041,1.1
POL000407,Insured WZAJCNXK,621111,Physician Offices,GA,South,15,1300103.87,2895115.13,8,0,5e+06,1000,0.8881,0.95
POL000408,Insured SXJKBQRF,722511,Restaurants,NC,South,9,983830.99,2729133.18,18,2,2e+06,1000,1.4862,1.15
POL000409,Insured LDARJSYT,812112,Beauty Salons,GA,South,13,794341.07,2576829.35,20,2,2e+06,5000,1.09,1.1
POL000410,Insured UHBDSIGH,236220,Construction,WA,West,70,8227337.84,12951910.31,15,0,2e+06,2500,1.4355,1.35
POL000411,Insured ZRTEQIPX,812112,Beauty Salons,PA,Northeast,23,1355619.88,4320855.24,11,1,2e+06,5000,0.5368,1.1
POL000412,Insured ISKGDWOQ,611110,Schools,PA,Northeast,32,1576533.43,5070800.71,44,2,2e+06,2500,1.3597,0.9
