policy_id,year,exposure,payroll
POL000429,2024,0.9,1262488.2
POL000430,2021,0.911,425196.29
POL000431,2018,0.61,2579264.52
POL000431,2019,0.933,2674142.58
POL000432,2021,0.747,3420756.6
POL000432,2022,0.891,3664397.78
POL000432,2023,0.877,3281798.69
POL000433,2020,0.993,6884078.03
POL000433,2021,0.744,6715971.69
POL000434,2023,0.659,2107592.5
POL000434,2024,0.96,2064100.93
POL000435,2024,0.934,7060165.27
POL000436,2019,0.817,11756219.11
POL000436,2020,0.62,11714479.21
POL000437,2021,0.844,740666.63
POL000437,2022,0.95,699631.83
POL000437,2023,0.972,725573.88
POL000437,2024,0.773,700099.67
POL000438,2019,0.882,3046626.16
POL000439,2023,0.745,2194203.06
POL000439,2024,0.953,2061973.5
POL000440,2024,0.643,1297294.5
POL000441,2021,0.841,4193529.12
POL000442,2019,0.666,2106794.11
POL000443,2019,0.638,3393470.5
POL000443,2020,0.934,3376622.39
POL000444,2019,0.903,1736123.91
POL000444,2020,0.664,1602004.16
POL000445,2019,0.695,5184758.55
POL000446,2023,0.947,9014353.83
POL000446,2024,0.826,9790935.91
POL000447,2019,0.998,10031561.02
POL000448,2018,0.642,1016865.23
POL000448,2019,0.625,1004339.76
POL000449,2021,0.828,2610679.03
POL000450,2024,0.94,759053.91
POL000451,2024,0.815,846334.27
POL000452,2021,0.925,5690880.07
POL000453,2021,0.622,4066355.15
POL000454,2019,0.874,1100612.22
POL000454,2020,0.627,1003820.35
POL000455,2021,0.987,2224529.53
POL000456,2019,0.756,1247616.36
POL000456,2020,0.889,1320512.23
POL000457,2019,0.716,2761455.92
POL000457,2020,0.622,3120605.73
POL000457,2021,0.604,2764103.16
POL000458,2019,0.601,1372918.36
POL000459,2022,0.853,2193841.28
POL000459,2023,0.896,2036464.29
POL000459,2024,0.601,2018353.46
POL000460,2022,0.963,1013846.19
POL000461,2024,0.823,1626053.36
POL000462,2021,0.972,5832060.79
POL000462,2022,0.784,5816855.67
POL000463,2020,0.761,1257465.72
POL000464,2024,0.858,841476.75
POL000465,2020,0.925,883442.22
POL000466,2020,0.662,961173.29
POL000466,2021,0.929,1065978.06
POL000466,2022,0.877,1030894.11
POL000467,2018,0.887,889224.95
POL000468,2023,0.839,3530691.25
POL000468,2024,0.712,3643741.42
POL000469,2021,0.696,1048847.04
POL000470,2020,0.706,2005865.53
POL000470,2021,0.827,1806864.79
POL000471,2021,0.702,2000333.02
POL000471,2022,0.749,1975223.64
POL000471,2023,0.635,2009332.16
POL000472,2023,0.643,919664.3
POL000473,2019,0.96,4622408.82
POL000474,2018,0.714,371373.51
POL000475,2019,0.733,4335935.77
POL000475,2020,0.959,4214657.01
POL000476,2024,0.658,6042744.01
POL000477,2020,0.796,1893828.95
POL000477,2021,0.72,1846261.87
POL000478,2024,0.911,613886.77
POL000479,2022,0.805,3847244.23
POL000479,2023,0.823,4202301.55
POL000479,2024,0.795,4413040.86
POL000480,2022,0.846,1844180.98
POL000480,2023,0.806,1793144.61
POL000480,2024,0.861,1695816.71
POL000481,2018,0.992,624367.78
POL000481,2019,0.627,614142.86
POL000482,2024,0.953,658616.72
POL000483,2018,0.845,2595773.97
POL000483,2019,0.868,2565771.11
POL000483,2020,0.829,2439030.17
POL000483,2021,0.907,2292275.43
POL000484,2024,0.663,1840780.18
POL000485,2018,0.61,439877.99
POL000486,2018,0.936,5024980.08
POL000487,2019,0.72,677948.62
POL000488,2023,0.666,732365.98
POL000488,2024,0.641,672753.5
POL000489,2022,0.886,1853165.46
POL000489,2023,0.885,1951558.87
POL000490,2020,0.746,7983078.89
POL000490,2021,0.979,7715429.37
POL000491,2018,0.729,12684590.52
POL000491,2019,0.722,12342502.93
POL000491,2020,0.877,13427547.48
POL000492,2018,0.782,8306771.75
POL000492,2019,0.724,8055822.77
POL000493,2018,0.706,150248.08
POL000494,2024,0.631,1844407.27
POL000495,2018,0.61,670915.16
POL000495,2019,0.773,675824.93
POL000496,2022,0.78,1627940.08
POL000497,2018,0.898,2263067.64
POL000497,2019,0.836,2412629.54
POL000498,2024,0.613,8404210.33
POL000499,2022,0.972,1251214.52
POL000500,2019,0.891,3875227.96
POL000501,2023,0.655,832017.27
POL000502,2023,0.917,5942666.97
POL000502,2024,0.853,5907223.77
POL000503,2020,0.809,3343287.12
POL000503,2021,0.807,2934612.93
POL000503,2022,0.607,3104177.92
POL000504,2021,0.668,637766.42
POL000505,2023,0.826,1119507.06
POL000505,2024,0.923,985863.99
POL000506,2024,0.828,734634.8
POL000507,2018,0.733,3498815.47
POL000507,2019,0.909,3501693.5
POL000507,2020,0.626,3403398.88
POL000508,2018,0.857,1233788.48
POL000508,2019,0.871,1250312.94
POL000508,2020,0.806,1200468.29
POL000508,2021,0.815,1163107.92
POL000509,2022,0.732,731358.7
POL000509,2023,0.872,745023.15
POL000510,2023,0.77,957865.45
POL000510,2024,0.886,877481.79
POL000511,2019,0.873,496920.31
POL000511,2020,0.77,503095.13
POL000511,2021,0.802,492552.91
POL000512,2022,0.878,1712434.79
POL000512,2023,0.743,1680773.46
POL000512,2024,0.838,1651458.45
POL000513,2018,0.769,2276095.9
POL000514,2021,0.632,865267.65
POL000514,2022,0.829,784341.33
POL000515,2020,0.735,3258289.01
POL000515,2021,0.88,3189624.05
POL000515,2022,0.733,3263321.18
POL000516,2024,0.862,1834311.56
POL000517,2021,0.934,2750882.7
POL000518,2023,0.969,3257079.04
POL000518,2024,0.985,2972191.18
POL000519,2019,0.685,3985422.33
POL000519,2020,0.685,3876861.47
POL000520,2019,0.748,10981133.41
POL000521,2019,0.964,1641471.41
POL000521,2020,0.861,1638497.92
POL000522,2024,0.902,1948068.07
POL000523,2023,0.601,1391470.29
POL000523,2024,0.987,1365862.26
POL000524,2019,0.908,11674894.81
POL000525,2020,0.777,4656792.76
POL000525,2021,0.804,4532276.59
POL000525,2022,0.899,4896449.02
POL000526,2018,0.959,4158943.92
POL000527,2024,0.727,1033445.34
POL000528,2018,0.943,9450686.3
POL000528,2019,0.672,9229732.26
POL000528,2020,0.718,9168869.28
POL000529,2021,0.699,753756.82
POL000530,2021,0.926,1576156.94
POL000530,2022,0.735,1604414.75
POL000531,2023,0.794,9962660.24
POL000531,2024,0.985,10042884.52
POL000532,2019,0.611,5994157.54
POL000533,2018,0.879,1741634.92
POL000533,2019,0.803,1711121.98
POL000534,2019,0.768,1328016.12
POL000534,2020,0.784,1341165.9
POL000535,2024,0.854,503292.05
POL000536,2020,0.966,795492.05
POL000536,2021,0.804,767259.21
POL000537,2024,0.71,862638.8
POL000538,2022,0.653,3168332.24
POL000538,2023,0.843,3400361.13
POL000538,2024,0.747,3490240.84
POL000539,2024,0.689,3201064.03
POL000540,2021,0.954,233190.81
POL000540,2022,0.882,251735.96
POL000540,2023,0.806,262035.92
POL000540,2024,0.608,234139.08
POL000541,2020,0.93,778238.75
POL000541,2021,0.718,746512.33
POL000542,2024,0.825,703543.53
POL000543,2019,0.735,699886.54
POL000543,2020,0.996,708692.1
POL000544,2021,0.749,2491631.62
POL000545,2024,0.943,815569.55
POL000546,2021,0.833,1434537.84
POL000547,2023,0.958,1427483.47
POL000547,2024,0.719,1421298.58
POL000548,2022,0.95,164774.43
POL000548,2023,0.776,153117.51
POL000549,2022,0.815,2345591.28
POL000550,2018,0.817,1363725.97
POL000550,2019,0.821,1274949.73
POL000550,2020,0.888,1370692.41
POL000551,2022,0.908,1407198.2
POL000551,2023,0.744,1592159.75
POL000551,2024,0.945,1495537.09
POL000552,2024,0.974,4008618.96
POL000553,2023,0.616,1585963.65
POL000554,2021,0.737,985486.3
POL000554,2022,0.809,898628.66
POL000554,2023,0.776,932395.71
POL000554,2024,0.988,917227.9
POL000555,2020,0.82,2802560.15
POL000555,2021,0.714,2610509.82
POL000555,2022,0.99,2560716.05
POL000556,2023,0.751,17143539.03
POL000556,2024,0.741,15974791.27
POL000557,2020,0.698,3962629.09
POL000557,2021,0.643,3886141.89
POL000558,2018,0.957,2300782.64
POL000558,2019,0.869,2446445.09
POL000558,2020,0.659,2473096.27
POL000559,2020,0.743,831569.61
POL000560,2024,0.848,731770.41
POL000561,2022,0.979,598044.35
POL000562,2021,0.616,1158262.4
POL000563,2022,0.766,416722.52
POL000563,2023,0.925,408584.32
POL000563,2024,0.813,410742.52
POL000564,2022,0.728,743897.26
POL000564,2023,0.627,700431.22
POL000565,2022,0.722,870605.5
POL000566,2021,0.771,2463353.84
POL000566,2022,0.972,2599134.01
POL000566,2023,0.639,2603367.42
POL000566,2024,0.912,2421156.16
POL000567,2023,0.891,10652170.08
POL000568,2022,0.792,2895387.38
POL000568,2023,0.674,2612454.37
POL000568,2024,0.688,2672261.46
POL000569,2021,0.997,2505970.8
POL000569,2022,0.985,2500886.99
POL000569,2023,0.969,2759961.24
POL000570,2022,0.892,18834459.51
POL000570,2023,0.906,19261911.22
POL000571,2019,0.974,3327220.62
POL000571,2020,0.818,3038994.86
POL000571,2021,0.641,3129792.7
POL000571,2022,0.989,3310788.01
POL000572,2019,0.944,1051725.01
POL000572,2020,0.882,941581.71
POL000573,2019,0.912,1072010.08
POL000573,2020,0.613,1003162.62
POL000573,2021,0.734,992172.03
POL000573,2022,0.863,1045453.41
POL000574,2020,0.973,274898.99
POL000574,2021,0.788,258511.96
POL000574,2022,0.968,279238.06
POL000574,2023,0.87,257159.58
POL000575,2021,0.607,1179492.87
POL000576,2021,0.814,419514.51
POL000576,2022,0.922,388290.46
POL000577,2023,0.961,3153056.18
POL000578,2023,0.747,5399159.08
POL000578,2024,0.756,4922153.82
POL000579,2024,0.674,709647.71
POL000580,2021,0.806,434445.17
POL000580,2022,0.84,465506.26
POL000580,2023,0.891,435404.17
POL000581,2019,0.771,3873646.34
POL000581,2020,0.75,4059165.89
POL000582,2022,0.87,8205064.71
POL000582,2023,0.947,8595403.27
POL000582,2024,0.923,8046656.9
POL000583,2023,0.674,2535391.81
POL000584,2022,0.715,1678150.55
POL000584,2023,0.778,1613245.25
POL000584,2024,0.839,1785013.14
POL000585,2022,0.661,793724.31
POL000585,2023,0.832,851442.48
POL000586,2020,0.633,4274372.55
POL000587,2020,0.997,1936158.4
POL000587,2021,0.606,1817908.99
POL000588,2024,0.792,2728183.66
POL000589,2019,0.739,532210.01
POL000589,2020,0.767,482419.32
POL000590,2020,0.686,1089994.55
POL000590,2021,0.95,1142059.08
POL000591,2021,0.914,1418986.97
POL000591,2022,0.811,1441835.88
POL000592,2023,0.725,4431230.62
POL000592,2024,0.881,4385733.07
POL000593,2020,0.642,741997.83
POL000593,2021,0.737,743062.13
POL000594,2021,0.711,432246.98
POL000595,2024,0.98,7772258.65
POL000596,2021,0.633,5163276.37
POL000597,2018,0.719,7227728.51
POL000597,2019,0.869,7212284.44
POL000598,2021,0.82,897917.48
POL000599,2021,0.628,3113702.52
POL000599,2022,0.976,3140522.92
POL000599,2023,0.841,3148807.92
POL000600,2023,0.905,1829307.29
POL000600,2024,0.975,1847957.98
POL000601,2018,0.61,2049413.45
POL000601,2019,0.952,2088171.12
POL000602,2022,0.774,3265381.18
POL000603,2022,0.978,2631757.94
POL000604,2022,0.647,2692214.54
POL000604,2023,0.88,2901003.93
POL000605,2023,0.825,4728882.93
POL000605,2024,0.787,4589812.24
POL000606,2018,0.636,1971219.19
POL000607,2024,0.662,3379578.26
POL000608,2024,0.605,690323.78
POL000609,2019,0.796,1528431.98
POL000609,2020,0.973,1453514.26
POL000610,2024,0.622,3446460.32
POL000611,2018,0.672,1063591.63
POL000611,2019,0.75,1038637.86
POL000611,2020,0.691,1055047.76
POL000611,2021,0.817,1002763.01
POL000612,2021,0.914,1011857.96
POL000613,2023,0.785,996518.18
POL000613,2024,0.699,1038303.16
POL000614,2020,0.602,1608544.58
POL000614,2021,0.941,1531359.28
POL000615,2022,0.821,548137.13
POL000615,2023,0.818,494715.42
POL000615,2024,0.823,487110.56
POL000616,2021,0.729,1855891.86
POL000616,2022,0.815,1902530.45
POL000616,2023,0.815,2022240.23
POL000616,2024,0.723,1957425.42
POL000617,2022,0.938,1669090.75
POL000618,2024,0.832,931542.12
POL000619,2022,0.764,525169.65
POL000620,2024,0.915,601415.4
POL000621,2020,0.979,1433312.31
POL000622,2021,0.624,2619042.64
POL000623,2019,0.785,1804289.13
POL000624,2021,0.965,8412168.6
POL000625,2021,0.681,3418198.05
POL000625,2022,0.692,3531941.4
POL000626,2019,0.89,958174.6
POL000627,2023,0.617,1148324.44
POL000628,2019,0.62,2030220.63
POL000628,2020,0.734,1788917.56
POL000628,2021,0.686,1975334.89
POL000629,2024,0.839,1104319.79
POL000630,2019,0.802,2706194.04
POL000631,2018,0.754,931350.2
POL000631,2019,0.821,922828.24
POL000632,2018,0.772,1574191.28
POL000632,2019,0.978,1471283.61
POL000633,2022,0.823,902486.68
POL000633,2023,0.86,892510.1
POL000634,2023,0.79,1096889.12
POL000634,2024,0.645,995475.54
POL000635,2020,0.881,3467174.95
POL000635,2021,0.647,3477008.26
POL000635,2022,0.97,3251114.4
POL000636,2023,0.747,2802506.91
POL000637,2021,0.755,2987748.31
POL000638,2024,0.828,2558243.05
POL000639,2023,0.663,497226.7
POL000640,2020,0.862,16052913.84
POL000641,2018,0.908,2437712.73
POL000642,2020,0.919,3691809.67
POL000643,2023,0.756,1714518.17
POL000643,2024,0.662,1625217.82
POL000644,2019,0.945,1249378.46
POL000644,2020,0.754,1308938.38
POL000644,2021,0.931,1298089.45
POL000645,2021,0.736,4938392.25
POL000645,2022,0.946,4530484.02
POL000646,2021,0.835,4410537.74
POL000646,2022,0.709,3997411.26
POL000646,2023,0.849,4345908.35
POL000646,2024,0.845,4398542.27
POL000647,2024,0.853,536775.85
POL000648,2019,0.863,1821172.37
POL000648,2020,0.66,1848018.67
POL000649,2021,0.751,956956.27
POL000649,2022,0.739,879421.08
POL000650,2022,0.988,4053410.44
POL000651,2020,0.783,450649.95
POL000651,2021,0.77,463481.05
POL000652,2022,0.834,2965661.24
POL000652,2023,0.954,2905027.38
POL000653,2021,0.78,722227.22
POL000654,2023,0.923,331644.39
POL000654,2024,0.635,325327.87
POL000655,2018,0.664,927478.92
POL000655,2019,0.687,902874.95
POL000655,2020,0.726,912061.67
POL000656,2019,0.942,1476488.56
POL000657,2024,0.723,984979.54
POL000658,2020,0.836,8697293.6
POL000658,2021,0.635,8707448.49
POL000658,2022,0.993,9072848.38
POL000658,2023,0.822,8988846.68
POL000659,2023,0.687,1661283.83
POL000659,2024,0.762,1559973.72
POL000660,2022,0.771,1079863.41
POL000661,2019,0.799,5231410.8
POL000661,2020,0.883,5597088.26
POL000661,2021,0.811,5004912.85
POL000661,2022,0.746,5436819.86
POL000662,2018,0.853,3484539.96
POL000662,2019,0.959,3155901
POL000662,2020,0.668,3222583.62
POL000663,2024,0.656,3502768.36
POL000664,2018,0.746,2463427.18
POL000665,2021,0.936,1595255.05
POL000665,2022,0.828,1614373.73
POL000666,2023,0.779,2331864.08
POL000666,2024,0.949,2431526.73
POL000667,2018,0.816,965304.57
POL000668,2022,0.816,1200090.24
POL000669,2023,0.851,1815453.85
POL000669,2024,0.746,1669122.31
POL000670,2021,0.686,976121.73
POL000670,2022,0.673,893981.21
POL000671,2021,0.721,3326140.35
POL000671,2022,0.748,3360686.93
POL000672,2023,0.705,4086148.32
POL000673,2022,0.778,544424.35
POL000674,2021,0.66,1882023.95
POL000674,2022,0.751,1842258.51
POL000674,2023,0.667,1802180.03
POL000675,2020,0.677,1460843.24
POL000675,2021,0.858,1603460.09
POL000676,2020,0.876,2569233.93
POL000676,2021,0.698,2570928.07
POL000676,2022,0.768,2507057.59
POL000677,2023,0.832,1213145.99
POL000677,2024,0.815,1218341
POL000678,2019,0.833,863515.25
POL000678,2020,0.876,885053.09
POL000679,2019,0.951,2572081.72
POL000679,2020,0.859,2665150.45
POL000680,2024,0.8,4916726.07
POL000681,2024,0.708,591841.59
POL000682,2021,0.949,1909119.64
POL000682,2022,0.919,2030683.6
POL000682,2023,0.642,1969480.3
POL000682,2024,0.613,1969547.32
POL000683,2018,0.862,611682.92
POL000683,2019,0.711,657477.07
POL000683,2020,0.636,595171.5
POL000683,2021,0.737,595492.86
POL000684,2019,0.938,3061747.88
POL000685,2019,0.961,308653.85
POL000686,2019,0.962,1329342.26
POL000686,2020,0.726,1505733.23
POL000687,2020,0.695,6038292.41
POL000688,2018,0.935,1787915.49
POL000689,2023,0.832,780256.5
POL000689,2024,0.843,850713.78
POL000690,2024,0.846,855104.94
POL000691,2021,0.79,895601.02
POL000692,2021,0.748,4734198.25
POL000693,2019,0.708,773444.49
POL000693,2020,0.832,804573.62
POL000694,2022,0.682,3870573.73
POL000694,2023,0.912,4240133.88
POL000695,2022,0.994,1428637.33
POL000695,2023,0.835,1363776.67
POL000696,2023,0.942,2545615.66
POL000697,2024,0.758,2014287.59
POL000698,2019,0.993,3032488.61
POL000699,2024,0.969,2200557.72
POL000700,2024,0.722,1292899.8
POL000701,2024,0.634,1794124.2
POL000702,2020,0.775,516721.72
POL000702,2021,0.74,554659
POL000702,2022,0.885,565180.59
POL000703,2020,0.654,6339586.03
POL000703,2021,0.715,6427795.61
POL000704,2019,0.769,2335795.3
POL000704,2020,0.977,2238682.35
POL000705,2020,0.788,2026052.34
POL000706,2021,0.864,1327809.79
POL000707,2023,0.96,8873305.56
POL000707,2024,0.806,8956853.54
POL000708,2021,0.789,1057808.46
POL000708,2022,0.639,1125034.82
POL000708,2023,0.881,1060723.72
POL000709,2024,0.866,6424272.47
POL000710,2022,0.93,1503000.73
POL000711,2024,0.791,1489363.96
POL000712,2022,0.878,1366536.34
POL000712,2023,0.893,1457887.02
POL000712,2024,0.615,1425964.97
POL000713,2018,0.737,2723166.57
POL000714,2020,0.731,1490274.41
POL000715,2019,0.619,7857429.07
POL000716,2020,0.68,372327.53
POL000717,2021,0.66,10815276.01
POL000718,2024,0.711,3235084.51
POL000719,2020,0.82,2139223.42
POL000720,2018,0.655,907544.22
POL000721,2023,0.807,1076460.86
POL000721,2024,0.875,998313.91
POL000722,2021,0.919,5600624.55
POL000722,2022,0.858,6282466.79
POL000723,2023,0.754,3123145.82
POL000723,2024,0.638,3541714.59
POL000724,2022,0.851,563854.32
POL000724,2023,0.949,587220.45
POL000725,2018,0.725,1793847.5
POL000725,2019,0.983,1650526.78
POL000725,2020,0.888,1773595.67
POL000726,2023,0.82,1155795.82
POL000726,2024,0.84,1166666.78
POL000727,2020,0.701,1325604.3
POL000727,2021,0.86,1298484.53
POL000728,2019,0.786,4276005.29
POL000729,2024,0.785,1220641.15
POL000730,2022,0.64,1121311.55
POL000730,2023,0.885,1144392.92
POL000730,2024,0.966,1142291.41
POL000731,2021,0.92,645621.11
POL000732,2020,0.732,3707329.09
POL000732,2021,0.851,4086528.5
POL000732,2022,0.732,3799265.15
POL000733,2020,0.936,2417326.43
POL000734,2018,0.912,1328328.98
POL000734,2019,0.696,1255822.85
POL000734,2020,0.811,1323880.63
POL000735,2023,0.603,1018354.05
POL000736,2023,0.814,11025731.73
POL000736,2024,0.966,10087082.49
POL000737,2020,0.942,6739478.77
POL000737,2021,0.821,7053095.75
POL000738,2019,0.754,1363922.89
POL000738,2020,0.672,1370533.33
POL000739,2021,0.824,2779648.02
POL000740,2018,0.904,1395449.99
POL000741,2018,0.751,4227635.63
POL000741,2019,0.836,4094318.72
POL000741,2020,0.794,4084312.37
POL000742,2024,0.934,2686129.56
POL000743,2021,0.865,2314738.53
POL000743,2022,0.983,2369859.37
POL000744,2019,0.907,2964816.64
POL000745,2023,0.687,2488793.19
POL000746,2024,0.995,344276
POL000747,2018,0.695,6531618.8
POL000747,2019,0.743,5990241.73
POL000748,2019,0.757,616236.35
POL000748,2020,0.714,588231.73
POL000748,2021,0.698,638721.17
POL000748,2022,0.915,604482.7
POL000749,2023,0.699,667297.8
POL000750,2019,0.667,4271919.99
POL000750,2020,0.744,3901590.53
POL000750,2021,0.983,3848474.37
POL000751,2022,0.984,4943132.66
POL000751,2023,0.791,4619382.95
POL000752,2023,0.903,2483981.63
POL000752,2024,0.655,2624908.45
POL000753,2022,0.984,4334785.49
POL000753,2023,0.9,4365222.32
POL000754,2024,0.955,2211268.66
POL000755,2024,0.653,2415386.84
POL000756,2018,0.982,509348.85
POL000756,2019,0.736,504829.48
POL000756,2020,0.863,550667.88
POL000757,2022,0.723,749842.99
POL000757,2023,0.749,771542.02
POL000758,2020,0.609,1071336.95
POL000759,2024,0.894,2003373.92
POL000760,2023,0.724,964325.48
POL000760,2024,0.88,1047788.22
POL000761,2018,0.628,1245858.63
POL000761,2019,0.925,1231095.62
POL000762,2018,0.872,561441.67
POL000762,2019,0.985,506746.23
POL000762,2020,0.658,495254.36
POL000763,2024,0.834,603977.03
POL000764,2022,0.838,1173320.26
POL000765,2024,0.875,1799640.88
POL000766,2020,0.832,1064600.57
POL000766,2021,0.655,1194057.03
POL000766,2022,0.698,1194324.4
POL000767,2021,0.689,908611.68
POL000768,2023,0.751,2204258.04
POL000768,2024,0.759,2210160.3
POL000769,2024,0.69,754129.55
POL000770,2018,0.889,1890774.44
POL000771,2018,0.654,5616967.87
POL000771,2019,0.951,5873675.38
POL000772,2021,0.915,2975527.17
POL000772,2022,0.695,2776650.87
POL000773,2023,0.62,3266259.8
POL000774,2024,0.616,12275526.49
POL000775,2019,0.819,704041.83
POL000776,2024,0.662,753341.88
POL000777,2021,0.696,734750.23
POL000778,2018,0.66,1404778.08
POL000779,2019,0.672,4310627.73
POL000780,2018,0.625,3966045.86
POL000781,2018,0.981,616691.8
POL000781,2019,0.744,589737.37
POL000781,2020,0.723,659639.61
POL000782,2024,0.921,1540089.42
POL000783,2020,0.99,850759.87
POL000783,2021,0.994,890032.64
POL000784,2023,0.878,5203757.99
POL000784,2024,0.653,5450419.46
POL000785,2019,0.833,807471.08
POL000785,2020,0.797,916895.42
POL000786,2024,0.693,1451683
POL000787,2019,0.967,298433.8
POL000787,2020,0.701,283350.69
POL000788,2019,0.947,776081.04
POL000788,2020,0.7,780683.1
POL000789,2020,0.955,396528.04
POL000789,2021,0.656,406966.84
POL000790,2018,0.782,2961989.65
POL000791,2018,0.619,901343.69
POL000791,2019,0.763,801337.43
POL000791,2020,0.732,884438
POL000792,2022,0.662,398137.48
POL000792,2023,0.751,371772.63
POL000793,2019,0.776,5528063.45
POL000793,2020,0.754,5412631.4
POL000794,2019,0.913,359207.81
POL000794,2020,0.948,352517.12
POL000794,2021,0.888,355362
POL000795,2021,0.601,1522621.55
